,time,usuario,device,colocation,acc_x,acc_y,acc_z,la_x,la_y,la_z,Activity
7813,04-04-2022-21:17:57.271,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.3566709,-9.112331,0.4357447,-5.5532026,-11.434156,-8.835435,Up-stairs
7814,04-04-2022-21:17:57.291,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1794999,-8.930372,0.5315128,-5.319768,-11.327052,-8.733775,Up-stairs
7815,04-04-2022-21:17:57.292,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.2513258,-8.820239,0.61291564,-5.33988,-11.300455,-8.642183,Up-stairs
7816,04-04-2022-21:17:57.301,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1268275,-8.935161,0.5506664,-5.173971,-11.504223,-8.689437,Up-stairs
7817,04-04-2022-21:17:57.311,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1651347,-9.030929,0.46447513,-5.1808023,-11.694291,-8.755828,Up-stairs
7818,04-04-2022-21:17:57.321,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1268275,-9.198523,0.29688102,-5.117245,-11.957985,-8.9006195,Up-stairs
7819,04-04-2022-21:17:57.331,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.2848446,-9.423578,0.22026655,-5.2513075,-12.275684,-8.954096,Up-stairs
7820,04-04-2022-21:17:57.341,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.4476504,-9.500193,0.36870706,-5.388699,-12.434506,-8.785119,Up-stairs
7821,04-04-2022-21:17:57.351,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.4332852,-9.433155,0.4357447,-5.348132,-12.437242,-8.700952,Up-stairs
7822,04-04-2022-21:17:57.365,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6248214,-8.978256,0.47405192,-5.5192823,-12.038894,-8.648115,Up-stairs
7823,04-04-2022-21:17:57.391,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.5625722,-8.911219,0.56982,-5.448121,-12.018,-8.538583,Up-stairs
7824,04-04-2022-21:17:57.392,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.7780502,-8.710106,0.29209262,-5.688417,-11.812238,-8.812723,Up-stairs
7825,04-04-2022-21:17:57.392,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.209007,-8.475474,-0.019153614,-6.1645007,-11.566633,-9.118119,Up-stairs
7826,04-04-2022-21:17:57.402,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.3766007,-8.6334915,-0.5554548,-6.373084,-11.753359,-9.635701,Up-stairs
7827,04-04-2022-21:17:57.411,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.256891,-9.093178,-1.0821792,-6.297434,-12.239412,-10.143514,Up-stairs
7828,04-04-2022-21:17:57.422,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.0222588,-9.466674,-1.5179238,-6.119033,-12.5902815,-10.574247,Up-stairs
7829,04-04-2022-21:17:57.431,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6822822,-9.662998,-1.685518,-5.824622,-12.75397,-10.742375,Up-stairs
7830,04-04-2022-21:17:57.441,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1364043,-9.868899,-1.541866,-5.305213,-12.915063,-10.607601,Up-stairs
7831,04-04-2022-21:17:57.452,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.7820623,-9.840169,-1.0630256,-4.955199,-12.829821,-10.146519,Up-stairs
7832,04-04-2022-21:17:57.462,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4899697,-9.768343,-0.5267244,-4.6486664,-12.693882,-9.634503,Up-stairs
7833,04-04-2022-21:17:57.471,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2984335,-9.524135,0.0,-4.4184675,-12.428314,-9.123683,Up-stairs
7834,04-04-2022-21:17:57.481,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.255338,-9.251195,0.50278234,-4.334531,-12.136971,-8.636126,Up-stairs
7835,04-04-2022-21:17:57.491,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.7629087,-8.781932,0.5650316,-4.8203707,-11.613277,-8.595794,Up-stairs
7836,04-04-2022-21:17:57.501,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1890767,-8.42759,0.545878,-5.230135,-11.213832,-8.632429,Up-stairs
7837,04-04-2022-21:17:57.511,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.5913026,-8.274361,0.49799395,-5.6187654,-11.021236,-8.695181,Up-stairs
7838,04-04-2022-21:17:57.521,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.8594532,-8.259995,0.545878,-5.875777,-10.968692,-8.661064,Up-stairs
7839,04-04-2022-21:17:57.532,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.892972,-8.408437,0.63206923,-5.90428,-11.077015,-8.587677,Up-stairs
7840,04-04-2022-21:17:57.542,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.7205894,-8.614338,0.59376204,-5.737457,-11.240212,-8.637024,Up-stairs
7841,04-04-2022-21:17:57.552,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.5482068,-8.805874,0.47884035,-5.582967,-11.387608,-8.760466,Up-stairs
7842,04-04-2022-21:17:57.562,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.3423057,-8.963891,0.14844051,-5.404257,-11.501655,-9.097018,Up-stairs
7843,04-04-2022-21:17:57.572,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.2225955,-9.174581,-0.22505496,-5.316159,-11.669667,-9.475024,Up-stairs
7844,04-04-2022-21:17:57.603,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.743755,-9.68694,-0.20590134,-4.861554,-12.213766,-9.441727,Up-stairs
7845,04-04-2022-21:17:57.613,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.5905263,-9.782708,0.23942018,-4.700982,-12.322119,-8.994635,Up-stairs
7846,04-04-2022-21:17:57.623,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3798366,-9.921572,0.7182605,-4.467505,-12.473829,-8.517432,Up-stairs
7847,04-04-2022-21:17:57.633,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3463178,-10.19451,1.2258313,-4.399209,-12.75819,-8.014492,Up-stairs
7848,04-04-2022-21:17:57.643,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.384625,-10.649409,1.7046716,-4.39573,-13.221836,-7.542407,Up-stairs
7849,04-04-2022-21:17:57.653,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2840683,-11.664551,2.3750482,-4.2538395,-14.242072,-6.8795066,Up-stairs
7850,04-04-2022-21:17:57.663,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8435353,-12.971785,3.3423057,-3.794149,-15.507533,-5.927833,Up-stairs
7851,04-04-2022-21:17:57.673,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4077905,-13.814544,3.7445314,-3.3671472,-16.311783,-5.534214,Up-stairs
7852,04-04-2022-21:17:57.683,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8722657,-13.723564,3.514688,-3.8768559,-16.191578,-5.762214,Up-stairs
7853,04-04-2022-21:17:57.693,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.1794999,-13.091495,2.9352913,-5.2452536,-15.586351,-6.3209896,Up-stairs
7854,04-04-2022-21:17:57.702,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.606444,-13.024457,2.5905263,-6.7288632,-15.558451,-6.642274,Up-stairs
7855,04-04-2022-21:17:57.712,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.813122,-13.330915,2.336741,-7.9724417,-15.914156,-6.8738284,Up-stairs
7856,04-04-2022-21:17:57.723,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.799533,-13.661315,2.1499932,-8.975171,-16.298306,-7.041486,Up-stairs
7857,04-04-2022-21:17:57.733,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.603985,-14.140155,2.0829554,-9.779633,-16.831059,-7.092882,Up-stairs
7858,04-04-2022-21:17:57.743,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-8.264784,-14.30775,1.9057846,-10.436338,-17.049597,-7.25593,Up-stairs
7859,04-04-2022-21:17:57.753,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-8.695741,-13.8720045,1.661576,-10.876989,-16.659395,-7.4840775,Up-stairs
7860,04-04-2022-21:17:57.764,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-9.002198,-12.62702,1.0773908,-11.221817,-15.450682,-8.047883,Up-stairs
7861,04-04-2022-21:17:57.776,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-9.284714,-11.128249,0.12928689,-11.58078,-13.974445,-8.970035,Up-stairs
7862,04-04-2022-21:17:57.785,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-9.064447,-10.261548,-1.3551182,-11.4753475,-13.110091,-10.423952,Up-stairs
7863,04-04-2022-21:17:57.794,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.9966335,-10.103531,-3.5673606,-10.570003,-12.9282055,-12.598937,Up-stairs
7864,04-04-2022-21:17:57.804,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.6654577,-10.67814,-7.5944076,-9.4393215,-13.443291,-16.584959,Up-stairs
7865,04-04-2022-21:17:57.815,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.8219223,-12.152967,-11.587936,-7.7848997,-14.808275,-20.551222,Up-stairs
7866,04-04-2022-21:17:57.823,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.6152446,-12.847286,-11.650186,-6.6870737,-15.317204,-20.629814,Up-stairs
7867,04-04-2022-21:17:57.834,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.6719291,-13.2351465,-11.247959,-5.7408757,-15.460433,-20.292297,Up-stairs
7868,04-04-2022-21:17:57.844,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9488802,-13.627796,-10.103531,-4.918461,-15.578456,-19.24393,Up-stairs
7869,04-04-2022-21:17:57.853,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.541866,-13.819332,-8.719683,-4.348665,-15.495641,-17.965343,Up-stairs
7870,04-04-2022-21:17:57.864,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.541866,-13.939042,-7.536947,-4.1580324,-15.372836,-16.878805,Up-stairs
7871,04-04-2022-21:17:57.873,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1643584,-13.618219,-5.353435,-4.554023,-14.844473,-14.785095,Up-stairs
7872,04-04-2022-21:17:57.883,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.347094,-13.125013,-2.231396,-5.4565487,-14.178476,-11.750367,Up-stairs
7873,04-04-2022-21:17:57.894,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.2760444,-12.713211,0.63206923,-6.0417275,-13.619447,-8.971653,Up-stairs
7874,04-04-2022-21:17:57.904,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.6359506,-12.354081,2.5139117,-7.00818,-13.135546,-7.164761,Up-stairs
7875,04-04-2022-21:17:57.914,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.469133,-11.856087,3.5529952,-7.441415,-12.522446,-6.1825595,Up-stairs
7876,04-04-2022-21:17:57.923,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.1107793,-11.013328,3.5673606,-7.741202,-11.552619,-6.204134,Up-stairs
7877,04-04-2022-21:17:57.934,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.541735,-10.43872,2.552219,-7.9147315,-10.840063,-7.2391143,Up-stairs
7878,04-04-2022-21:17:57.945,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.3789296,-10.04607,1.2354081,-7.551709,-10.31744,-8.565964,Up-stairs
7879,04-04-2022-21:17:57.956,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.6989765,-9.581595,-0.12928689,-6.685778,-9.732877,-9.934761,Up-stairs
7880,04-04-2022-21:17:57.965,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.1626754,-9.078813,-0.2633622,-5.937618,-9.106503,-10.067391,Up-stairs
7881,04-04-2022-21:17:57.975,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.626374,-8.48984,1.0342951,-5.1554527,-8.382826,-8.760458,Up-stairs
7882,04-04-2022-21:17:57.985,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.644751,-8.1881695,1.7956513,-3.932376,-7.9275894,-7.981618,Up-stairs
7883,04-04-2022-21:17:57.996,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.7588966,-8.394072,1.292869,-2.8714447,-7.9699674,-8.464332,Up-stairs
7884,04-04-2022-21:17:58.006,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.791639,-9.045294,-0.6943185,-1.7974457,-8.445834,-10.432009,Up-stairs
7885,04-04-2022-21:17:58.015,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2505496,-9.706094,-2.3942018,-1.2033052,-8.916788,-12.112776,Up-stairs
7886,04-04-2022-21:17:58.025,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8531121,-10.323798,-2.767697,-0.7840389,-9.321975,-12.464286,Up-stairs
7887,04-04-2022-21:17:58.035,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5035586,-10.510546,-2.5761611,-0.43251324,-9.266249,-12.244408,Up-stairs
7888,04-04-2022-21:17:58.046,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0965444,-10.840945,-2.1021092,-0.036142588,-9.330818,-11.733592,Up-stairs
7889,04-04-2022-21:17:58.055,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0390835,-10.089166,-1.8387469,0.00046491623,-8.2931595,-11.423324,Up-stairs
7890,04-04-2022-21:17:58.065,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6711528,-8.647857,-0.9624691,-0.66163695,-6.5471926,-10.488144,Up-stairs
7891,04-04-2022-21:17:58.080,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0973208,-7.335834,0.02873042,-1.1447618,-4.9137154,-9.426234,Up-stairs
7892,04-04-2022-21:17:58.084,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.5187001,-6.1530986,0.35434186,-1.6768043,-3.3971758,-9.019371,Up-stairs
7893,04-04-2022-21:17:58.094,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.6767175,-5.257667,0.19632454,-1.9879265,-2.1585255,-9.082214,Up-stairs
7894,04-04-2022-21:17:58.104,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.8060043,-4.55856,-0.90021986,-2.2897825,-1.1103592,-10.066125,Up-stairs
7895,04-04-2022-21:17:58.114,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.6192567,-3.8642416,-1.5179238,-2.272375,-0.069288015,-10.553873,Up-stairs
7896,04-04-2022-21:17:58.124,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2122424,-3.3423057,-1.9680338,-2.0019531,0.780561,-10.863434,Up-stairs
7897,04-04-2022-21:17:58.134,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1739352,-2.753332,-2.360683,-2.064483,1.6601274,-11.117382,Up-stairs
7898,04-04-2022-21:17:58.144,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3223755,-2.3942018,-2.6192567,-2.2914417,2.2737908,-11.243599,Up-stairs
7899,04-04-2022-21:17:58.154,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4612393,-2.384625,-2.5570073,-2.487979,2.5063353,-11.0569,Up-stairs
7900,04-04-2022-21:17:58.164,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.480393,-2.566584,-2.4229321,-2.5478613,2.5139103,-10.810686,Up-stairs
7901,04-04-2022-21:17:58.174,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.327164,-2.7820623,-2.4277205,-2.4262757,2.4639533,-10.712641,Up-stairs
7902,04-04-2022-21:17:58.184,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1978772,-2.9640217,-2.3750482,-2.3190463,2.422873,-10.568769,Up-stairs
7903,04-04-2022-21:17:58.194,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2266076,-3.2082303,-2.2840683,-2.365338,2.3002913,-10.39624,Up-stairs
7904,04-04-2022-21:17:58.204,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1404164,-3.3662477,-2.3080103,-2.2998433,2.2478356,-10.347105,Up-stairs
7905,04-04-2022-21:17:58.215,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.910573,-3.6870706,-2.5187001,-2.0992203,2.0202854,-10.491209,Up-stairs
7906,04-04-2022-21:17:58.224,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7525556,-3.964798,-2.5905263,-1.9833654,1.8236756,-10.503218,Up-stairs
7907,04-04-2022-21:17:58.235,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6232687,-4.1419687,-2.944868,-1.9137326,1.7165699,-10.803846,Up-stairs
7908,04-04-2022-21:17:58.244,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6519991,-4.122815,-3.6248214,-2.0171201,1.7942362,-11.436708,Up-stairs
7909,04-04-2022-21:17:58.255,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4939818,-3.9743748,-4.185065,-1.9414958,1.9879713,-11.95813,Up-stairs
7910,04-04-2022-21:17:58.264,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4413095,-3.7732618,-5.046977,-1.9750295,2.221379,-12.789704,Up-stairs
7911,04-04-2022-21:17:58.275,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2880806,-3.466804,-5.659893,-1.911221,2.5462403,-13.381641,Up-stairs
7912,04-04-2022-21:17:58.284,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.9768343,-3.1268275,-6.1100025,-1.6885605,2.8895805,-13.821467,Up-stairs
7913,04-04-2022-21:17:58.294,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.36870706,-3.107674,-6.411672,-1.162106,2.897445,-14.123964,Up-stairs
7914,04-04-2022-21:17:58.304,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.25378537,-3.2369606,-6.277597,-0.6120604,2.7414682,-14.002821,Up-stairs
7915,04-04-2022-21:17:58.319,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.62249243,-3.323152,-5.9998693,-0.30931693,2.6079702,-13.75383,Up-stairs
7916,04-04-2022-21:17:58.327,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.6368576,-3.5051112,-5.66947,-0.35943264,2.3504815,-13.472664,Up-stairs
7917,04-04-2022-21:17:58.336,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.34476504,-3.8019924,-5.6982,-0.71385324,1.9480777,-13.571344,Up-stairs
7918,04-04-2022-21:17:58.346,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.047884032,-4.343082,-5.7029886,-1.0776093,1.2727437,-13.663275,Up-stairs
7919,04-04-2022-21:17:58.356,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.6512229,-4.984728,-5.765238,-1.8510633,0.4736476,-13.823583,Up-stairs
7920,04-04-2022-21:17:58.367,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.9768343,-5.693412,-6.5361705,-2.254785,-0.4004054,-14.69223,Up-stairs
7921,04-04-2022-21:17:58.376,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2210429,-6.8043213,-10.534488,-2.5763373,-1.6672835,-18.777328,Up-stairs
7922,04-04-2022-21:17:58.386,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.815581,-8.322245,-11.932701,-4.2402315,-3.3101177,-20.24049,Up-stairs
7923,04-04-2022-21:17:58.397,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.2289367,-8.911219,-9.485827,-6.7340345,-3.9942179,-17.836166,Up-stairs
7924,04-04-2022-21:17:58.406,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.722142,-11.353305,-11.200075,-7.390967,-6.539827,-19.579563,Up-stairs
7925,04-04-2022-21:17:58.416,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.5737014,-13.450625,0.79008657,-7.4070816,-8.754407,-7.6214905,Up-stairs
7926,04-04-2022-21:17:58.426,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.2584434,-15.351622,2.0111294,-8.187832,-10.784088,-6.449692,Up-stairs
7927,04-04-2022-21:17:58.437,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.795521,-16.323668,-4.2185836,-9.79443,-11.880744,-12.729469,Up-stairs
7928,04-04-2022-21:17:58.445,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-8.887277,-16.361975,-8.1881695,-10.939135,-12.0132885,-16.735052,Up-stairs
7929,04-04-2022-21:17:58.456,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.7851677,-14.709975,-5.48751,-8.928342,-10.409338,-14.036293,Up-stairs
7930,04-04-2022-21:17:58.465,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.05733,-12.397177,-2.8874073,-8.315849,-8.134076,-11.42529,Up-stairs
7931,04-04-2022-21:17:58.477,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.2145715,-10.309433,-2.6910827,-7.590638,-6.1042027,-11.225762,Up-stairs
7932,04-04-2022-21:17:58.486,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.93762,-8.1881695,-2.9161377,-8.457403,-4.064657,-11.449468,Up-stairs
7933,04-04-2022-21:17:58.496,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-10.529699,-3.6487634,-3.3614593,-13.202944,0.36147952,-11.902075,Up-stairs
7934,04-04-2022-21:17:58.505,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-7.043741,-1.8435353,-7.1155677,-9.796252,1.9837106,-15.714769,Up-stairs
7935,04-04-2022-21:17:58.515,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.5242648,-3.1268275,-8.494628,-6.292628,0.46994495,-17.187717,Up-stairs
7936,04-04-2022-21:17:58.525,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3654714,-5.0757074,-6.191406,-5.150429,-1.7009888,-14.967833,Up-stairs
7937,04-04-2022-21:17:58.535,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0685902,-6.5984197,-4.0892963,-4.833502,-3.4285522,-12.948055,Up-stairs
7938,04-04-2022-21:17:58.545,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5849615,-8.145074,-3.0262709,-4.2921295,-5.176731,-11.972251,Up-stairs
7939,04-04-2022-21:17:58.555,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6950948,-9.380483,-2.9592333,-4.345914,-6.613283,-11.986201,Up-stairs
7940,04-04-2022-21:17:58.565,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.9831753,-9.619903,-3.3135753,-5.589378,-7.057884,-12.413803,Up-stairs
7941,04-04-2022-21:17:58.576,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.213795,-9.543288,-3.5769374,-6.7710257,-7.193614,-12.748088,Up-stairs
7942,04-04-2022-21:17:58.586,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.9895163,-9.619903,-3.0454245,-7.4795923,-7.476021,-12.2852125,Up-stairs
7943,04-04-2022-21:17:58.596,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.7125654,-9.56723,-2.4229321,-8.118465,-7.6278687,-11.729967,Up-stairs
7944,04-04-2022-21:17:58.608,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.1004257,-9.3182335,-1.9393034,-8.418767,-7.5787096,-11.307855,Up-stairs
7945,04-04-2022-21:17:58.617,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.14831,-9.002198,-1.5562311,-8.383399,-7.460231,-10.979453,Up-stairs
7946,04-04-2022-21:17:58.632,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.9424086,-8.872911,-1.1875241,-8.102399,-7.5232453,-10.657647,Up-stairs
7947,04-04-2022-21:17:58.636,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.544971,-8.810662,-0.90979666,-7.6370935,-7.650671,-10.420203,Up-stairs
7948,04-04-2022-21:17:58.646,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.267244,-8.820239,-0.47405192,-7.3008842,-7.8457994,-10.017906,Up-stairs
7949,04-04-2022-21:17:58.655,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.855441,-8.829816,-0.110133275,-6.843953,-8.036254,-9.680215,Up-stairs
7950,04-04-2022-21:17:58.665,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.3478703,-8.944737,0.20111294,-6.3124795,-8.323006,-9.386596,Up-stairs
7951,04-04-2022-21:17:58.676,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.9935284,-9.064447,0.2873042,-5.96255,-8.598999,-9.308356,Up-stairs
7952,04-04-2022-21:17:58.685,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.4955344,-9.361329,0.22505496,-5.498667,-9.034353,-9.369263,Up-stairs
7953,04-04-2022-21:17:58.698,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.122039,-9.701305,-0.22505496,-5.1923914,-9.489529,-9.8083315,Up-stairs
7954,04-04-2022-21:17:58.705,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3223755,-10.783484,-0.9911995,-4.498934,-10.660175,-10.552464,Up-stairs
7955,04-04-2022-21:17:58.715,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2066777,-11.827356,-2.3942018,-3.5352054,-11.763136,-11.920177,Up-stairs
7956,04-04-2022-21:17:58.726,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.10534488,-12.751518,-3.9695864,-2.6196823,-12.720152,-13.4483795,Up-stairs
7957,04-04-2022-21:17:58.735,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.61770403,-12.181698,-4.4484267,-2.0793653,-12.171511,-13.8769,Up-stairs
7958,04-04-2022-21:17:58.745,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.04309563,-10.261548,-3.5051112,-2.8801138,-10.273924,-12.89242,Up-stairs
7959,04-04-2022-21:17:58.755,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.81402856,-8.805874,-2.5139117,-3.7453375,-8.848057,-11.87212,Up-stairs
7960,04-04-2022-21:17:58.765,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0342951,-7.5944076,-1.733402,-4.0333834,-7.675022,-11.069856,Up-stairs
7961,04-04-2022-21:17:58.776,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.1444284,-6.459556,-1.5370775,-4.199051,-6.589275,-10.854956,Up-stairs
7962,04-04-2022-21:17:58.785,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2354081,-5.6215854,-1.733402,-4.3412886,-5.812756,-11.033259,Up-stairs
7963,04-04-2022-21:17:58.796,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3694834,-5.109226,-2.0111294,-4.525485,-5.3721037,-11.292344,Up-stairs
