,time,usuario,device,colocation,acc_x,acc_y,acc_z,la_x,la_y,la_z,Activity
0,04-04-2022-21:15:32.922,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1260512,-9.715671,0.79008657,1.2912223,-4.913722,-7.0478926,Down-stairs
1,04-04-2022-21:15:32.931,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3511062,-9.68694,0.6607997,1.0449803,-4.935466,-7.217048,Down-stairs
2,04-04-2022-21:15:32.948,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4181437,-9.624691,0.62249243,0.9594996,-4.9241567,-7.2937503,Down-stairs
3,04-04-2022-21:15:32.952,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4516625,-9.629479,0.49799395,0.9103203,-4.9800825,-7.455029,Down-stairs
4,04-04-2022-21:15:32.966,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4372973,-9.691729,0.45489833,0.9107678,-5.092502,-7.53309,Down-stairs
5,04-04-2022-21:15:32.976,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.456451,-9.591172,0.40222588,0.87785864,-5.0400434,-7.618995,Down-stairs
6,04-04-2022-21:15:32.983,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3654714,-9.600749,0.24420857,0.9550514,-5.0946283,-7.8080826,Down-stairs
7,04-04-2022-21:15:32.992,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1452048,-9.562442,0.16759412,1.1620462,-5.096446,-7.912466,Down-stairs
8,04-04-2022-21:15:33.001,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.958457,-9.576807,0.08619126,1.333698,-5.16447,-8.029435,Down-stairs
9,04-04-2022-21:15:33.011,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7621324,-9.662998,0.07182605,1.5148966,-5.295192,-8.073955,Down-stairs
10,04-04-2022-21:15:33.025,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6424223,-9.725247,0.12449849,1.6186343,-5.3921,-8.0461645,Down-stairs
11,04-04-2022-21:15:33.032,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5562311,-9.840169,0.15801731,1.6874002,-5.5311685,-8.032329,Down-stairs
12,04-04-2022-21:15:33.042,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5370775,-9.825804,0.29688102,1.6876377,-5.530086,-7.9078994,Down-stairs
13,04-04-2022-21:15:33.051,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.484405,-9.80665,0.4357447,1.7199166,-5.514126,-7.77869,Down-stairs
14,04-04-2022-21:15:33.062,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4891934,-9.80665,0.45968673,1.6946349,-5.5091443,-7.7601113,Down-stairs
15,04-04-2022-21:15:33.073,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.364695,-9.739613,0.5746084,1.8000952,-5.431496,-7.6469865,Down-stairs
16,04-04-2022-21:15:33.082,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3503298,-9.816227,0.7038953,1.7982596,-5.4944906,-7.516772,Down-stairs
17,04-04-2022-21:15:33.092,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3742718,-9.883265,0.81402856,1.7616237,-5.545076,-7.4028234,Down-stairs
18,04-04-2022-21:15:33.103,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4317327,-9.89763,0.93852705,1.6960609,-5.5411544,-7.271736,Down-stairs
19,04-04-2022-21:15:33.111,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4077905,-9.830592,0.9864111,1.7171181,-5.455548,-7.2150726,Down-stairs
20,04-04-2022-21:15:33.122,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3503298,-9.677363,1.0486604,1.776749,-5.2847834,-7.1426153,Down-stairs
21,04-04-2022-21:15:33.131,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4173675,-9.581595,1.0869676,1.7165053,-5.1734405,-7.093339,Down-stairs
22,04-04-2022-21:15:33.141,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5275006,-9.428367,1.0965444,1.6177425,-5.0068655,-7.0721865,Down-stairs
23,04-04-2022-21:15:33.151,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6136919,-9.332599,1.1348516,1.5480419,-4.899792,-7.0213776,Down-stairs
24,04-04-2022-21:15:33.161,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.733402,-9.26556,1.2018893,1.4511356,-4.823606,-6.9404793,Down-stairs
25,04-04-2022-21:15:33.172,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7621324,-9.299079,1.2689269,1.4514234,-4.8511496,-6.8587656,Down-stairs
26,04-04-2022-21:15:33.181,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8243817,-9.3182335,1.3215994,1.422114,-4.8680134,-6.791734,Down-stairs
27,04-04-2022-21:15:33.192,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8100165,-9.44752,1.3455414,1.4702765,-4.9987426,-6.7549796,Down-stairs
28,04-04-2022-21:15:33.201,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8483237,-9.504981,1.412579,1.4629425,-5.0610366,-6.6779866,Down-stairs
29,04-04-2022-21:15:33.211,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8483237,-9.56723,1.4317327,1.4888057,-5.1312966,-6.652601,Down-stairs
30,04-04-2022-21:15:33.222,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8818425,-9.548077,1.340753,1.474233,-5.122406,-6.741362,Down-stairs
31,04-04-2022-21:15:33.231,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8387469,-9.457097,1.3311762,1.5285414,-5.0433755,-6.752809,Down-stairs
32,04-04-2022-21:15:33.245,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8148049,-9.481039,1.316811,1.555262,-5.0806046,-6.7732577,Down-stairs
33,04-04-2022-21:15:33.251,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7908629,-9.509769,1.2641385,1.5738791,-5.12377,-6.8359795,Down-stairs
34,04-04-2022-21:15:33.261,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7764976,-9.548077,1.1875241,1.5756295,-5.1779184,-6.9263744,Down-stairs
35,04-04-2022-21:15:33.271,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7669208,-9.653421,1.1779473,1.5666707,-5.300628,-6.9529047,Down-stairs
36,04-04-2022-21:15:33.290,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7525556,-9.768343,1.0199299,1.5584426,-5.4341383,-7.130061,Down-stairs
37,04-04-2022-21:15:33.301,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6519991,-9.710882,0.8762778,1.6124009,-5.417544,-7.314041,Down-stairs
38,04-04-2022-21:15:33.313,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6472107,-9.672575,0.79487497,1.5920976,-5.4006033,-7.4165506,Down-stairs
39,04-04-2022-21:15:33.323,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5610195,-9.605537,0.7134721,1.6545924,-5.356047,-7.5189066,Down-stairs
40,04-04-2022-21:15:33.332,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5131354,-9.5385,0.50757074,1.6801591,-5.313141,-7.745889,Down-stairs
41,04-04-2022-21:15:33.342,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.436521,-9.466674,0.45968673,1.7353084,-5.2669473,-7.815106,Down-stairs
42,04-04-2022-21:15:33.354,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4030021,-9.528923,0.33518824,1.7469002,-5.3560476,-7.961535,Down-stairs
43,04-04-2022-21:15:33.363,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.460463,-9.730036,0.20590134,1.6661587,-5.5839896,-8.113049,Down-stairs
44,04-04-2022-21:15:33.372,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.508347,-9.892841,-0.08619126,1.5922701,-5.771819,-8.4272785,Down-stairs
45,04-04-2022-21:15:33.382,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6041151,-10.065224,-0.22984336,1.4688088,-5.964635,-8.591225,Down-stairs
46,04-04-2022-21:15:33.392,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5897499,-10.261548,-0.31124622,1.4596752,-6.174575,-8.687883,Down-stairs
47,04-04-2022-21:15:33.402,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5562311,-10.31901,-0.33518824,1.4781219,-6.2399817,-8.721166,Down-stairs
48,04-04-2022-21:15:33.412,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3742718,-10.28549,-0.4165911,1.6556054,-6.209693,-8.8057575,Down-stairs
49,04-04-2022-21:15:33.422,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2306197,-10.132261,-0.39743748,1.8061118,-6.0541244,-8.782987,Down-stairs
50,04-04-2022-21:15:33.432,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.1540052,-9.92636,-0.37828386,1.9006401,-5.838638,-8.752652,Down-stairs
51,04-04-2022-21:15:33.442,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.1013328,-9.706094,-0.40222588,1.9795645,-5.602215,-8.759057,Down-stairs
52,04-04-2022-21:15:33.453,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0821792,-9.533711,-0.320823,2.0295691,-5.4074407,-8.655168,Down-stairs
53,04-04-2022-21:15:33.462,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0821792,-9.404425,-0.25857377,2.0657086,-5.2588987,-8.569759,Down-stairs
54,04-04-2022-21:15:33.472,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2210429,-9.232041,0.076614454,1.9646392,-5.0591707,-8.206438,Down-stairs
55,04-04-2022-21:15:33.483,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3215994,-8.959103,0.3878607,1.9049815,-4.743649,-7.857715,Down-stairs
56,04-04-2022-21:15:33.492,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6232687,-8.8777,0.6751649,1.6492482,-4.6016254,-7.520945,Down-stairs
57,04-04-2022-21:15:33.502,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8291701,-8.882488,1.0103531,1.4997469,-4.531216,-7.123228,Down-stairs
58,04-04-2022-21:15:33.512,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9632454,-9.069236,1.1827357,1.4352727,-4.6371264,-6.878087,Down-stairs
59,04-04-2022-21:15:33.522,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9919758,-9.299079,1.4317327,1.4906218,-4.789495,-6.5498433,Down-stairs
60,04-04-2022-21:15:33.533,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9680338,-9.399636,1.7812861,1.6089871,-4.8248925,-6.121057,Down-stairs
61,04-04-2022-21:15:33.542,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.910573,-9.433155,1.9201498,1.765429,-4.8110704,-5.9088817,Down-stairs
62,04-04-2022-21:15:33.553,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8818425,-9.313444,1.934515,1.8866383,-4.6625733,-5.833261,Down-stairs
63,04-04-2022-21:15:33.563,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0494366,-9.169792,1.8435353,1.7965212,-4.503579,-5.8769217,Down-stairs
64,04-04-2022-21:15:33.573,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2266076,-9.006987,1.7621324,1.67521,-4.3336,-5.925888,Down-stairs
65,04-04-2022-21:15:33.583,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3319526,-8.954314,1.733402,1.6015604,-4.267392,-5.930189,Down-stairs
66,04-04-2022-21:15:33.592,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4756045,-9.02614,1.7764976,1.4697509,-4.329775,-5.8752155,Down-stairs
67,04-04-2022-21:15:33.602,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.480393,-9.203311,1.7669208,1.458792,-4.5013576,-5.8845406,Down-stairs
68,04-04-2022-21:15:33.613,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4133554,-9.41879,1.8004397,1.5081007,-4.7274055,-5.8665996,Down-stairs
69,04-04-2022-21:15:33.623,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.384625,-9.595961,1.7812861,1.5030284,-4.918763,-5.911592,Down-stairs
70,04-04-2022-21:15:33.633,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2936451,-9.821015,1.7812861,1.542994,-5.1614003,-5.947788,Down-stairs
71,04-04-2022-21:15:33.643,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1547816,-10.022128,1.6711528,1.6166296,-5.3822656,-6.101782,Down-stairs
72,04-04-2022-21:15:33.653,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.030283,-10.28549,1.5945383,1.6599073,-5.667803,-6.2304125,Down-stairs
73,04-04-2022-21:15:33.663,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8243817,-10.457873,1.4796166,1.7700168,-5.8641734,-6.4038224,Down-stairs
74,04-04-2022-21:15:33.673,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6376339,-10.702082,1.4508862,1.8486348,-6.1341095,-6.4958076,Down-stairs
75,04-04-2022-21:15:33.683,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.412579,-10.912771,1.3694834,1.9564104,-6.374034,-6.6442647,Down-stairs
76,04-04-2022-21:15:33.693,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.9864111,-10.922348,1.1779473,2.2553568,-6.424387,-6.9109144,Down-stairs
77,04-04-2022-21:15:33.703,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.48362875,-10.951078,0.39743748,2.626545,-6.5199904,-7.7795224,Down-stairs
78,04-04-2022-21:15:33.713,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.05746084,-10.941502,-1.1013328,3.0414019,-6.6160665,-9.381253,Down-stairs
79,04-04-2022-21:15:33.723,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.076614454,-10.55843,-3.6870706,2.9671347,-6.366312,-12.068087,Down-stairs
80,04-04-2022-21:15:33.733,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.29688102,-10.184934,-6.167464,2.5667732,-6.1313176,-14.625483,Down-stairs
81,04-04-2022-21:15:33.742,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.7326257,-9.902418,-6.1866174,2.2141485,-5.9521275,-14.664949,Down-stairs
82,04-04-2022-21:15:33.753,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.79487497,-9.749189,-4.122815,2.3514717,-5.8358574,-12.546397,Down-stairs
83,04-04-2022-21:15:33.764,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.8762778,-9.672575,-1.7908629,2.5337777,-5.7226486,-10.093874,Down-stairs
84,04-04-2022-21:15:33.774,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0342951,-9.428367,0.07182605,2.6505456,-5.3840814,-8.0667305,Down-stairs
85,04-04-2022-21:15:33.783,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.1683705,-8.944737,1.6759412,2.7579944,-4.7796955,-6.2868767,Down-stairs
86,04-04-2022-21:15:33.794,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2737153,-8.695741,2.1930888,2.8505757,-4.412186,-5.6051016,Down-stairs
87,04-04-2022-21:15:33.803,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.4700398,-8.566454,2.1068976,2.7922878,-4.1954513,-5.5675583,Down-stairs
88,04-04-2022-21:15:33.817,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5610195,-8.556877,1.8291701,2.7876954,-4.1299224,-5.7643228,Down-stairs
89,04-04-2022-21:15:33.829,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.6280571,-8.604761,1.5131354,2.7626,-4.1433125,-6.035904,Down-stairs
90,04-04-2022-21:15:33.835,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8435353,-8.66701,1.2258313,2.550942,-4.1631308,-6.29574,Down-stairs
91,04-04-2022-21:15:33.844,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.0254946,-8.8777,0.7182605,2.356863,-4.335358,-6.7872353,Down-stairs
92,04-04-2022-21:15:33.854,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1308396,-9.155427,-0.009576807,2.2400215,-4.5767107,-7.499658,Down-stairs
93,04-04-2022-21:15:33.865,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.1739352,-9.294291,-0.7182605,2.1998918,-4.6798463,-8.184648,Down-stairs
94,04-04-2022-21:15:33.873,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2984335,-9.227253,-1.3982137,2.1020348,-4.5774274,-8.8269,Down-stairs
95,04-04-2022-21:15:33.883,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3798366,-9.131485,-1.5227122,2.079566,-4.465559,-8.906021,Down-stairs
96,04-04-2022-21:15:33.893,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.3175871,-9.016563,-1.316811,2.2228343,-4.33667,-8.64167,Down-stairs
97,04-04-2022-21:15:33.903,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2361844,-9.083601,-0.91458505,2.395676,-4.39146,-8.1740675,Down-stairs
98,04-04-2022-21:15:33.913,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.8579005,-9.035717,-0.641646,2.8646622,-4.3315344,-7.8345914,Down-stairs
99,04-04-2022-21:15:33.923,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5370775,-9.050082,-0.50757074,3.269184,-4.333436,-7.63663,Down-stairs
100,04-04-2022-21:15:33.935,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.3455414,-8.963891,-0.16280572,3.5331793,-4.234138,-7.233726,Down-stairs
101,04-04-2022-21:15:33.942,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.2306197,-9.006987,0.06703765,3.706298,-4.2645817,-6.954845,Down-stairs
102,04-04-2022-21:15:33.952,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0534488,-9.059659,-0.01436521,3.9303803,-4.3065357,-6.9957447,Down-stairs
103,04-04-2022-21:15:33.962,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.6799533,-9.112331,-0.272939,4.3432064,-4.3519115,-7.221081,Down-stairs
104,04-04-2022-21:15:33.973,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.38307226,-9.294291,-0.7326257,4.6755304,-4.5317807,-7.6535664,Down-stairs
105,04-04-2022-21:15:33.982,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.18195933,-9.442732,-1.1827357,4.909966,-4.6842313,-8.081964,Down-stairs
106,04-04-2022-21:15:33.993,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.038307227,-9.720459,-1.5849615,5.156475,-4.9493766,-8.456026,Down-stairs
107,04-04-2022-21:15:34.002,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.076614454,-9.720459,-1.8962077,5.2244987,-4.9328933,-8.733524,Down-stairs
108,04-04-2022-21:15:34.013,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.14844051,-9.600749,-1.9919758,5.341225,-4.8067493,-8.790722,Down-stairs
109,04-04-2022-21:15:34.023,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.19153613,-9.399636,-2.0350714,5.4390206,-4.5875216,-8.778797,Down-stairs
110,04-04-2022-21:15:34.034,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.23942018,-9.184157,-1.6950948,5.5516157,-4.3442936,-8.367926,Down-stairs
111,04-04-2022-21:15:34.043,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.24899697,-8.829816,-1.1444284,5.6291065,-3.9565115,-7.73804,Down-stairs
112,04-04-2022-21:15:34.054,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.095768064,-8.384495,-0.7565677,5.535582,-3.4761772,-7.27479,Down-stairs
113,04-04-2022-21:15:34.063,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.33997664,-7.800309,-0.45010993,5.144742,-2.8544807,-6.9020123,Down-stairs
114,04-04-2022-21:15:34.073,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.6847417,-7.3549876,-0.5506664,4.8291745,-2.3695283,-6.94694,Down-stairs
115,04-04-2022-21:15:34.083,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.866701,-6.9048777,-0.92416185,4.6667304,-1.8788271,-7.271629,Down-stairs
116,04-04-2022-21:15:34.093,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.9911995,-6.6846113,-1.4939818,4.555808,-1.6211133,-7.7996993,Down-stairs
117,04-04-2022-21:15:34.103,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0199299,-6.5840545,-1.5179238,4.5376306,-1.4848428,-7.785455,Down-stairs
118,04-04-2022-21:15:34.113,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.9720459,-6.7947445,-0.6560113,4.592505,-1.6604028,-6.888562,Down-stairs
119,04-04-2022-21:15:34.123,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.80445176,-7.321469,0.19153613,4.757721,-2.150085,-6.0124474,Down-stairs
120,04-04-2022-21:15:34.143,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.25378537,-9.208099,0.4309563,5.2375183,-3.968844,-5.7792106,Down-stairs
121,04-04-2022-21:15:34.154,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.17717093,-10.242394,-0.1436521,5.6155257,-4.9707246,-6.3729525,Down-stairs
122,04-04-2022-21:15:34.167,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.521936,-11.415554,-1.043872,5.88934,-6.11029,-7.3061028,Down-stairs
123,04-04-2022-21:15:34.174,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.78050977,-12.703634,-2.2170308,6.061383,-7.359997,-8.520071,Down-stairs
124,04-04-2022-21:15:34.183,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,1.0821792,-13.972561,-3.2561142,6.2670145,-8.580215,-9.597288,Down-stairs
125,04-04-2022-21:15:34.194,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,1.1683705,-15.198392,-3.8786068,6.252425,-9.737239,-10.242456,Down-stairs
126,04-04-2022-21:15:34.203,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,1.043872,-16.170439,-4.012682,6.029758,-10.61532,-10.3728695,Down-stairs
127,04-04-2022-21:15:34.214,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.4309563,-16.472107,-4.084508,5.3195515,-10.796984,-10.4142,Down-stairs
128,04-04-2022-21:15:34.224,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.5267244,-15.59583,-4.19943,4.2611513,-9.781851,-10.479898,Down-stairs
129,04-04-2022-21:15:34.234,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7429788,-14.45619,-4.285621,2.939678,-8.494522,-10.506683,Down-stairs
130,04-04-2022-21:15:34.243,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.9975405,-13.2351465,-4.280833,1.5784888,-7.1234055,-10.435259,Down-stairs
131,04-04-2022-21:15:34.253,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.261679,-12.157756,-3.620033,0.20883608,-5.8904314,-9.6950245,Down-stairs
132,04-04-2022-21:15:34.264,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.377377,-11.525687,-2.566584,-0.9978795,-5.1060233,-8.54808,Down-stairs
133,04-04-2022-21:15:34.274,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.2871737,-11.075577,-1.8435353,-1.971941,-4.5166173,-7.719691,Down-stairs
134,04-04-2022-21:15:34.283,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.775591,-11.061212,-1.5275006,-2.4905133,-4.377441,-7.2838626,Down-stairs
135,04-04-2022-21:15:34.293,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.7851677,-11.434708,-1.7669208,-2.4907513,-4.644071,-7.389698,Down-stairs
136,04-04-2022-21:15:34.305,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-6.4499793,-11.808203,-2.2266076,-2.1168604,-4.9330416,-7.7153807,Down-stairs
137,04-04-2022-21:15:34.314,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-5.554548,-11.8896055,-2.3702598,-1.170681,-4.939684,-7.7228947,Down-stairs
138,04-04-2022-21:15:34.323,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-4.390966,-11.133038,-2.1068976,0.031004906,-4.1187387,-7.342943,Down-stairs
139,04-04-2022-21:15:34.334,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-3.4380736,-10.251971,-1.6280571,1.0000587,-3.1759987,-6.7665377,Down-stairs
140,04-04-2022-21:15:34.343,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.6479871,-9.562442,-1.0486604,1.783705,-2.4244885,-6.106339,Down-stairs
141,04-04-2022-21:15:34.353,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.7860745,-9.241618,-0.7422025,2.6256533,-2.0461826,-5.7354727,Down-stairs
142,04-04-2022-21:15:34.363,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.0773908,-9.093178,-1.1252748,3.3077745,-1.8480358,-6.0698314,Down-stairs
143,04-04-2022-21:15:34.373,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.521936,-9.251195,-2.0733786,3.829721,-1.9644232,-6.9862633,Down-stairs
144,04-04-2022-21:15:34.383,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.22505496,-9.203311,-2.72939,4.087279,-1.8819137,-7.6254406,Down-stairs
145,04-04-2022-21:15:34.393,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,0.062249243,-9.107543,-2.5905263,4.332334,-1.7550607,-7.4770136,Down-stairs
146,04-04-2022-21:15:34.403,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.22026655,-8.513782,-2.1212628,4.0075226,-1.1321445,-7.0005693,Down-stairs
147,04-04-2022-21:15:34.414,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-0.92416185,-7.6614456,-1.8148049,3.263257,-0.25289726,-6.6881323,Down-stairs
148,04-04-2022-21:15:34.424,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.5131354,-6.9000893,-1.5514427,2.6419125,0.5308242,-6.4184227,Down-stairs
149,04-04-2022-21:15:34.433,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-1.9536686,-6.172252,-1.2880806,2.1809826,1.2756577,-6.146443,Down-stairs
150,04-04-2022-21:15:34.444,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.2218192,-5.731719,-1.0821792,1.8963459,1.7410054,-5.91638,Down-stairs
151,04-04-2022-21:15:34.453,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4133554,-5.48751,-1.13964,1.6923122,2.0096269,-5.946596,Down-stairs
152,04-04-2022-21:15:34.464,fwcheesecake,Motorola Moto G (5) Plus,Right pocket,-2.4708161,-5.3486466,-1.1444284,1.6222615,2.17562,-5.9196258,Down-stairs
